id,text,author
id06558,"""The moon had disappeared from the night, and again, with a lessened form, showed itself, while I still remained in the forest.",MWS
id02944,"He mounted a fiery horse, that which had borne him forward to victory in Greece; he fatigued himself with deadening exercise, losing the pangs of a troubled mind in animal sensation.",MWS
id08985,Suddenly I became as it were the father of all mankind.,MWS
id09913,"""My days were spent in close attention, that I might more speedily master the language; and I may boast that I improved more rapidly than the Arabian, who understood very little and conversed in broken accents, whilst I comprehended and could imitate almost every word that was spoken.",MWS
id05063,"It was not till one of them died that he perceived their danger; one by one they were carried off by pestilence; and his wife, his helpmate and supporter, more necessary to him than his own limbs and frame, which had hardly been taught the lesson of self preservation, the kind companion whose voice always spoke peace to him, closed her eyes in death.",MWS
id11139,"To conceive the horror of my sensations is, I presume, utterly impossible; yet a curiosity to penetrate the mysteries of these awful regions, predominates even over my despair, and will reconcile me to the most hideous aspect of death.",EAP
id13315,Then the lean Nith remarked that no one had seen the old man or his wife since the night the cats were away.,HPL
id08585,"It may be advanced for a truth, that, if argument or entreaty can turn any one from a desperate purpose, whose motive and end depends on the strength of the affections only, then it is right so to turn them, since their docility shews, that neither the motive nor the end were of sufficient force to bear them through the obstacles attendant on their undertaking.",MWS
id26725,"The quiet was disturbed only by the rush of waters as they divided before the steady keel, the murmur of the moveless and full sails, the wind whistling in the shrouds, and the regular motion of the engine.",MWS
id08213,"""Yes,"" I said, ""let us be gone.""",EAP
id02912,This I perceived with unhealthy sharpness despite the fact that two of my other senses were violently assailed.,HPL
id07015,"My acquaintance with him was casual altogether; and I am scarcely warranted in saying that I know him at all; but to have seen and conversed with a man of so prodigious a notoriety as he has attained, or will attain in a few days, is not a small matter, as times go.",EAP
id12946,"Quitting the wall, I resolved to cross the area of the enclosure.",EAP
id21249,"Suddenly there shot along the path a wild light, and I turned to see whence a gleam so unusual could have issued; for the vast house and its shadows were alone behind me.",EAP
id04592,"AND now let the reader, passing over some short period of time, be introduced to our happy circle.",MWS
id00546,"I intend to be a warrior, a conqueror; Napoleon's name shall vail to mine; and enthusiasts, instead of visiting his rocky grave, and exalting the merits of the fallen, shall adore my majesty, and magnify my illustrious achievements.""",MWS
id00259,He must sign in his own blood the book of Azathoth and take a new secret name now that his independent delvings had gone so far.,HPL
id19787,The Dutchman maintains it to have been that of a Frenchman; but we find it stated that 'not understanding French this witness was examined through an interpreter.',EAP
id16403,Such a thing was surely not a physical or biochemical impossibility in the light of a newer science which includes the theories of relativity and intra atomic action.,HPL
id21609,We dug very steadily for two hours.,EAP
id10270,For the feeling is no affectation or chimera.,EAP
id23607,"Once he had the landlord nail tin over it, but the next night the rats gnawed a fresh hole in making which they pushed or dragged out into the room a curious little fragment of bone.",HPL
id13452,"You are well aware that chemical preparations exist, and have existed time out of mind, by means of which it is possible to write upon either paper or vellum, so that the characters shall become visible only when subjected to the action of fire.",EAP
id08677,"On the same evening, he went alone to the house named to him.",MWS
id00569,"In both, it is of the lowest order of merit.",EAP
id17739,"And since in the wide world thou remainest, why should I complain?",MWS
id25692,"He had chosen this work, he said, because the declamatory style was framed in imitation of the Eastern authors.",MWS
id15636,"I followed her, and strove to inspire more hope than I could myself entertain; but she shook her head mournfully.",MWS
id08597,"On June , Seamen Bohm and Schmidt, who had been ill the day before, became violently insane.",HPL
id13643,"Now my tears are dried; the glow has faded from my cheeks, and with a few words of farewell to you, Woodville, I close my work: the last that I shall perform.",MWS
id19496,"Raymond had never visited the dwellings of want, and the scene that now presented itself struck him to the heart.",MWS
